customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1930,Ambrose,Bleasby,M,27,25.0,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0
1167,Elberta,Crickett,F,20,25.0,Software Test Engineer III,Health,Mass Customer,N,No,4.0
2248,Helsa,Grandisson,F,33,25.0,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0
2686,Cully,Takos,M,63,25.0,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0
933,Melany,L'oiseau,F,75,25.0,Help Desk Operator,Retail,Mass Customer,N,Yes,5.0
213,Lockwood,Exroll,M,13,25.0,Actuary,Financial Services,High Net Worth,N,Yes,6.0
547,Andee,Robjant,F,22,25.0,Sales Associate,Health,Mass Customer,N,No,5.0
3399,Hillyer,Biddulph,M,95,25.0,VP Accounting,Financial Services,Mass Customer,N,No,2.0
3638,Fifi,Dorrins,F,73,25.0,Associate Professor,Manufacturing,Mass Customer,N,No,6.0
469,Levi,Cartmell,M,91,25.0,Actuary,Financial Services,High Net Worth,N,Yes,3.0
3593,Carry,Abercromby,F,71,25.0,Legal Assistant,Retail,Mass Customer,N,No,5.0
1820,Yard,Teeney,M,12,25.0,Software Engineer II,IT,Affluent Customer,N,No,5.0
3886,Fidela,Haresign,F,74,25.0,Recruiting Manager,Manufacturing,Affluent Customer,N,No,5.0
2370,Juliane,Calltone,F,35,25.0,Analyst Programmer,Property,High Net Worth,N,No,7.0
2334,Zebulen,Hefford,M,30,25.0,Food Chemist,Health,Affluent Customer,N,No,5.0
3224,Darell,Mulqueeny,F,67,26.0,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0
1049,Fraser,Gaenor,M,35,26.0,Software Consultant,Property,Mass Customer,N,No,2.0
3438,Gaylor,Carbry,M,11,26.0,Project Manager,Manufacturing,Mass Customer,N,No,2.0
3031,Diego,Bertelmot,M,95,26.0,Staff Scientist,Health,Mass Customer,N,Yes,5.0
3477,Jaquelin,Leek,F,90,26.0,Senior Developer,Financial Services,Affluent Customer,N,Yes,7.0
934,Marcellus,Louisot,M,76,26.0,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0
3854,Melody,Ivanilov,F,47,26.0,VP Quality Control,Property,High Net Worth,N,Yes,2.0
404,Sinclair,Sustins,M,92,26.0,Geologist I,Financial Services,Affluent Customer,N,Yes,4.0
2468,Parker,Barenskie,M,51,26.0,Marketing Assistant,Retail,High Net Worth,N,No,1.0
589,Duff,Anan,M,76,26.0,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1.0
1470,Albie,Pach,M,62,26.0,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0
1327,Sarita,Khosa,F,57,26.0,Director of Sales,Property,Affluent Customer,N,No,6.0
1570,Phil,Dodle,F,70,26.0,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0
1521,Pernell,Duffett,M,49,26.0,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,22.0
1462,Omero,Hauxley,M,16,26.0,VP Accounting,Financial Services,Mass Customer,N,Yes,1.0
2221,Tye,Scottini,M,80,26.0,General Manager,Argiculture,Affluent Customer,N,No,7.0
3141,Esmaria,Kiernan,F,92,26.0,Associate Professor,Retail,Mass Customer,N,Yes,3.0
1344,Renelle,Tutin,F,20,26.0,Tax Accountant,Manufacturing,Mass Customer,N,No,4.0
1841,Nathanial,D'Ambrogi,M,63,26.0,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0
1992,Shanta,Attrill,F,28,26.0,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0
1066,Hailey,Ricciardi,M,45,26.0,Recruiter,Telecommunications,High Net Worth,N,No,12.0
3698,Devon,Baudic,F,49,26.0,Geological Engineer,Manufacturing,Mass Customer,N,No,4.0
1775,Kimberly,Dishmon,F,73,26.0,Actuary,Financial Services,Affluent Customer,N,No,3.0
